None;None;None;year;1976;1991;1933;2000;2015;2012;2018;1963;2021;2024;1975;1993;1999;2017;2014;2020;1968;1974;;2013;2022;2019;1967;1973
natura2000_area_name;habitat_type_description;critical_deposition;species;;;;;;;;;;;;;;;;;;;;;;;;
Korenburgerveen;Galigaanmoerassen;1429.0;Lestes virens;;;;;;;;;2;;;;;;;;;;;;;;;
Korenburgerveen;Galigaanmoerassen;1429.0;Sympetrum sanguineum;;;;;;;;;1;;;;;;;;;;;;;;;
Korenburgerveen;Heischrale graslanden, vochtig kalkarm;714.0;Pseudochorthippus montanus;;;;;;;;;;;;11;;;;;;;;;;;;
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Accipiter nisus;;;;;;;;;;;;;;1;;;;;;;;;;
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Acilius canaliculatus;;;;;;;;1;;;;;;;;;3;6;;;;;;
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Acilius sulcatus;;;1;;;;;;;;;;;;;;3;2;;;;;;
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Acrocephalus scirpaceus;;;;;;;;;;;;;;1;;;;;;;;;;
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Aegithalos caudatus;;;;;;;;;;;;;;1;;;;;;;;;;
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Agabus affinis;;2;;;;;;;;;;;;;;;;;;;;;;
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Agabus sturmii;;;;;;;;;;;;;;;;;;2;;;;;;1
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Anacaena globula;;;;;;;;;;;;;;;;;;;;;;;;1
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Anas platyrhynchos;;;;;;;;;;;;;;1;;;;;;;;;;
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Anser anser;;;;;;;;;;;;;;1;;;;;;;;;;
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Apus apus;;;;;;;;;;;;;;1;;;;;;;;;;
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Ardea cinerea;;;;;;;;;;;;;;1;;;;;;;;;;
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Argiope bruennichi;;;;;;;;;1;;;;;;;;;;;;;;;
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Argyra diaphana;;;;;;;;;;;;;;;;;;;;1;;;;
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Athous haemorrhoidalis;;;;;;;;;;;;;;;;1;;;;;;;;
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Branta leucopsis;;;;;;;;;;;;;;1;;;;;;;;;;
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Buteo buteo;;;;;;;;;;;1;;;1;;;;;;;;;;
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Callophrys rubi;;;;;;;;;;;;;;;;1;;;;;;;;
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Campsicnemus scambus;;;;;;;;;;;1;;;;;;;;;;;;;
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Cantharis fusca;;;;;;;;;;;;;;;;1;;;;;;;;
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Carterocephalus palaemon;;;;;;;;;;;;;;;;1;;;;;;;;
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Catops kirbii;;;;;;;;;;;;;;;;;;;;2;;;;
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Celastrina argiolus;;;;;;;;;1;;;;;;;;;;;;;;;
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Certhia brachydactyla;;;;;;;;;;;;;;1;;;;;;;;;;
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Chalcolestes viridis;;;;;;;;;1;;;;;;;;;;;;;;;
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Charadrius dubius;;;;;;;;;;;;;;1;;;;;;;;;;
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Chartoscirta cincta;;;;;;;;;;;;;;;2;;;;;;;;;
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Chartoscirta cocksii;;;;;;;;;;;;;;;2;;;;;;;;;
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Chartoscirta elegantula;;;;;;;;;;;;;;;7;;;;;;;;;
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Chroicocephalus ridibundus;;;;;;;;;;;;;;1;;;;;;;;;;
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Chrysotimus molliculus;1;;;;;;;;;;;;;;;;;;;;;;;
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Circus aeruginosus;;;;;;;;;;;;;;1;;;;;;;;;;
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Cixius distinguendus;;;;;;;;1;;;;;;;;;;;;;;;;
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Clemnius decoratus;;;;;;;;;;;;;;;;;;;;;;;;1
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Coenagrion puella;;;;;;;;;4;1;;;;;;;;;;;;;;
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Coloeus monedula;;;;;;;;;;;;;;1;;;;;;;;;;
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Columba oenas;;;;;;;;;;;;;;1;;;;;;;;;;
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Columba palumbus;;;;;;;;;;;;;;1;;;;;;;;;;
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Colymbetes fuscus;;;;;;;;;;;;;;;;;1;;;;;;;
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Corvus corone;;;;;;;;;;;;;;1;;;;;;;;;;
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Crabro cribrarius;;;;;;;;;1;;;;;;;;;;;;;;;
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Ctenophora festiva;;;;;;;;;;;;;;;;1;;;;;;;;
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Cuculus canorus;;;;;;;;;1;;;;;1;;;;;;;;;;
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Cyanistes caeruleus;;;;;;;;;;;;;;1;;;;;;;;;;
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Dendrocopos major;;;;;;;;;;;;;;1;1;;;;;;;;;
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Diaphorus nigricans;;;;;1;;;;;;;;;;;;;;;;;;;
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Dolichopus atratus;;;;1;;;;;;;;;;;;;;;;;;;;
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Dolichopus popularis;1;;;;;;;;;;;;;;;;;;;;;;;
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Dolichopus simplex;1;;;;;;;;;;;;;;;;;;;;;;;
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Emberiza citrinella;;;;;;;;;;;;;;1;;;;;;;;;;
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Emberiza schoeniclus;;;;;;;;;;;;;;1;;;;;;;;;;
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Enochrus ochropterus;;;;;;;;;;;;;;;;;1;1;;;;;;
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Erithacus rubecula;;;;;;;;;;;;;;1;;;;;;;;;;
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Esox lucius;;;;;;;;;;;;;;;;;;;2;;;;;
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Falco subbuteo;;;;;;;;;;;;;;2;;;;;;;;;;
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Falco tinnunculus;;;;;;;;;;;;;;1;;;;;;;;;;
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Ficedula hypoleuca;;;;;;;;;;;;;;1;;;;;;;;;;
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Fringilla coelebs;;;;;;;;;;;;;;1;;;;;;;;;;
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Fulica atra;;;;;;;;;;;;;;1;;;;;;;;;;
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Gonepteryx rhamni;;;;;;;;;1;;;;;;;;;;;;;;;
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Gonocerus acuteangulatus;;;;;;;;;1;;;;;;;;;;;;;;;
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Grus grus;;;;;;1;;;1;;;;;;;;;;;;;;;
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Haematopus ostralegus;;;;;;;;;;;;;;1;;;;;;;;;;
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Haliplus lineatocollis;;;;;;;;;;;;;;;;;;;;;;;;9
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Harmonia axyridis;;;;;;;;;;1;;;;;;;;;;;;;;
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Helochares punctatus;;;;;;;;;;;;;;;;;1;;;;;;;
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Helophorus aequalis;;;;;;;;;;;;;;;;;;;;;;;;1
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Hercostomus angustifrons;;;;;;;;;;;;;;;;;;;;1;;;;
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Hercostomus nigripennis;1;;;;;;;;;;;;;;;;;;;;;;;
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Hesperocorixa castanea;;;;;;;;;;;;;;;;;9;;;;;;;
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Hirundo rustica;;;;;;;;;;;;;;1;;;;;;;;;;
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Hydaticus seminiger;;1;;;;;;;;;;;;;;;;;;;;;;
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Hydroporus erythrocephalus;;;;;;;;;;;;;;;;;1;10;1;;;;;
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Hydroporus memnonius;;;;;;;;;;;;;;;;;1;;;;;;;1
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Hydroporus obscurus;;1;;;;;;;;;;;;;;;;5;;;;;;
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Hydroporus palustris;;;;;;;;;;;;;;;;;;;;;;;;2
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Hydroporus planus;;;;;;;;;;;;;;;;;;;;;;;;1
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Hydroporus tristis;;;;;;;;;;;;;;;;;2;2;;;;;;
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Hydroporus umbrosus;;;;;;;;;;;;;;;;;;6;;;;;1;
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Ilybius ater;;;;;;;;;;;;;;;;;2;;;;;;;
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Ischnura elegans;;;;;;;;;2;;;;;;;;;;;;;;;
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Larus canus;;;;;;;;;;;;;;1;;;;;;;;;;
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Leucoptera sinuella;;;;;;4;;;;;;;;;;;;;;;;;;
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Leucorrhinia pectoralis;;;;;;;;;;;;;1;;;;;;;;;;;
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Libellula depressa;;;;;;;;;1;;;;;;;1;;;;;;;;
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Liopterus haemorrhoidalis;;1;;;;;;;;;;;;;;;1;;;;;;;
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Lissotriton vulgaris;;;;;;;;;2;;;;;;;;;;;;;;;
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Locustella naevia;;;;;;;;;;;;;;1;;;;;;;;;;
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Luscinia svecica;;;;;;;;;;;;;;1;;;;;;;1;;;
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Maniola jurtina;;;;;;;;;;;;;;1;;;;;;;;;;
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Medetera dendrobaena;1;;;;;;;;;;;;;;;;;;;;;;;
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Medetera jacula;1;;;;;;;;;;;;;;;;;;;;;;;
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Motacilla alba;;;;;;;;;;;;;;1;;;;;;;;;;
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Motacilla flava;;;;;;;;;;;;;;1;;;;;;;;;;
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Myathropa florea;;;;;;;;;1;;;;;;;;;;;;;;;
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Nartus grapii;;1;;;;;;;;;;;;;;;;;;;;;;
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Nemobius sylvestris;;;;;;;;;1;;;;;;;;;;;;;;;
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Noterus crassicornis;;;;;;;;;;;;;;;;;;1;;;;;;
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Ochlodes venata;;;;;;;;;1;;;;;;;;;;;;;;;
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Oedemera nobilis;;;;;;;;;;;;;;;;1;;;;;;;;
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Oriolus oriolus;;;;;;;;;;;;;;1;;;;;;;;;;
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Panorpa communis;;;;;;;;;1;;;;;;;;;;;;;;;
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Pararge aegeria;;;;;;;;;1;;;;;;;;;;;;;;;
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Parornix betulae;;;;;;2;;;;;;;;;;;;;;;;;;
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Parus major;;;;;;;;;;;;;;1;;;;;;;;;;
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Passer domesticus;;;;;;;;;;;;;;1;;;;;;;;;;
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Pelophylax lessonae;;;;;;;;;1;;;;;1;;;;;;;;;;
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Phalacrocorax carbo;;;;;;;;;;;;;;1;;;;;;;;;;
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Phoenicurus ochruros;;;;;;;;;;;;;;1;;;;;;;;;;
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Phoenicurus phoenicurus;;;;;;;;;;;;;;1;;;;;;;;;;
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Phyllobius maculicornis;;;;;;;;;;;;;;;;1;;;;;;;;
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Phyllonorycter corylifoliella;;;;;;1;;;;;;;;;;;;;;;;;;
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Phyllonorycter sorbi;;;;;;1;;;;;;;;;;;;;;;;;;
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Phylloscopus collybita;;;;;;;;;1;;;;;1;;;;;;;;;;
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Phylloscopus sibillatrix;;;;;;;;;;;;;;1;;;;;;;;;;
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Phylloscopus trochilus;;;;;;;;;;;;;;1;;;;;;;;;;
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Pisaura mirabilis;;;;;;;;;;;;;;;;1;;;;;;;;
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Plebejus argus;;;;;;;;;2;;;;;;;;;;;;;;;
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Pseudochorthippus montanus;;;;;;;;;1;;;;;;;;;;;;;;;
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Pseudochorthippus parallelus;;;;;;;;;1;;;;;;;;;;;;;;;
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Pungitius pungitius;;;;;;;;;;;;;;;;;;;1;;;;;
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Pyrrhula pyrrhula;;;;;;;;;;;;;;1;;;;;;;;;;
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Rana arvalis;;;;;;;;;2;;;;;;;;;;;;;;;
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Rana temporaria;;;;;;;;;1;;;;;1;;;;;;;;;;
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Rhagonycha fulva;;;;;;;;;2;1;;;;;;;;;;;;;;
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Rhantus exsoletus;;;;;;;;;;;;;;;;;1;;;;;;;
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Rutpela maculata;;;;;;;;;;;;;;1;;;;;;;;;;
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Saxicola rubetra;;;;;;;;;;;;;;1;;;;;;;;;;
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Saxicola rubicola;;;;;7;;;;;;;;;1;6;1;;;;;;;;
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Scopula immutata;;;;;;;;;1;;;;;;;;;;;;;;;
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Stethophyma grossum;;;;;;;;;2;;;;;;;;;;;;;;;
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Sturnus vulgaris;;;;;;;;;;;;;;1;;;;;;;;;;
Korenburgerveen;Herstellende hoogvenen, actief hoogveen;500.0;Sylvia atricapilla;;;;;;;;;;;;;;1;;;;;;;;;;
